"","expr","time"
"3730","UPsampford_edited",203031901
"3731","UPtille",827028001
"3732","UPbrewer",28103800
"3733","UPbrewer",19772301
"3734","UPbrewer",28591002
"3735","UPsampford_edited",106040502
"3736","UPmidzuno",65703401
"3737","UPsampford_edited",233524601
"3738","UPmidzuno",62936901
"3739","UPbrewer",27601001
"3740","UPsampford_edited",34959701
"3741","UPsampford_edited",160687801
"3742","UPbrewer",18038801
"3743","UPsampford_edited",202202901
"3744","UPtille",814147801
"3745","UPbrewer",18305102
"3746","UPtille",824669601
"3747","UPsampford_edited",205058501
"3748","UPbrewer",17502502
"3749","UPsampford_edited",202835101
"3750","UPbrewer",29515302
"3751","UPmidzuno",67706201
"3752","UPsampford_edited",204856101
"3753","UPsampford_edited",228996501
"3754","UPtille",971335601
"3755","UPtille",765369801
"3756","UPmidzuno",64526900
"3757","UPmidzuno",61886101
"3758","UPsampford_edited",224378301
"3759","UPsampford_edited",203982700
"3760","UPtille",805265601
"3761","UPbrewer",18294401
"3762","UPmidzuno",61873002
"3763","UPtille",765050601
"3764","UPsampford_edited",50023101
"3765","UPbrewer",17862901
"3766","UPmidzuno",69580100
"3767","UPsampford_edited",208485702
"3768","UPmidzuno",60860901
"3769","UPmidzuno",60864500
"3770","UPbrewer",26133801
"3771","UPmidzuno",62720900
"3772","UPtille",799958901
"3773","UPtille",960915701
"3774","UPmidzuno",69235902
"3775","UPbrewer",17917801
"3776","UPsampford_edited",204382201
"3777","UPmidzuno",80770601
"3778","UPsampford_edited",202556101
"3779","UPsampford_edited",206689302
"3780","UPtille",826740101
"3781","UPbrewer",28081200
"3782","UPsampford_edited",231605101
"3783","UPmidzuno",69584801
"3784","UPtille",797380901
"3785","UPtille",820977001
"3786","UPsampford_edited",269010701
"3787","UPbrewer",17769301
"3788","UPsampford_edited",230832402
"3789","UPsampford_edited",203476001
"3790","UPsampford_edited",206761101
"3791","UPbrewer",27283501
"3792","UPbrewer",20040301
"3793","UPtille",1000919401
"3794","UPbrewer",18364700
"3795","UPbrewer",29683200
"3796","UPmidzuno",61740301
"3797","UPbrewer",17806101
"3798","UPtille",796057301
"3799","UPmidzuno",65177401
"3800","UPmidzuno",60735701
"3801","UPmidzuno",61699002
"3802","UPtille",799461201
"3803","UPsampford_edited",202207901
"3804","UPtille",821086002
"3805","UPmidzuno",68089201
"3806","UPmidzuno",63462301
"3807","UPtille",824721601
"3808","UPsampford_edited",220585101
"3809","UPtille",1156417500
"3810","UPsampford_edited",289162001
"3811","UPsampford_edited",285402801
"3812","UPbrewer",28794101
"3813","UPsampford_edited",202607201
"3814","UPsampford_edited",225816001
"3815","UPtille",969113901
"3816","UPtille",935349700
"3817","UPsampford_edited",114868101
"3818","UPtille",879409502
"3819","UPtille",901734001
"3820","UPsampford_edited",247190500
"3821","UPmidzuno",60060401
"3822","UPmidzuno",220821901
"3823","UPsampford_edited",258533501
"3824","UPmidzuno",81376800
"3825","UPsampford_edited",209904201
"3826","UPbrewer",19725402
"3827","UPsampford_edited",202967701
"3828","UPbrewer",28006501
"3829","UPsampford_edited",209653601
"3830","UPbrewer",19262801
"3831","UPbrewer",56115601
"3832","UPtille",871308301
"3833","UPbrewer",28098200
"3834","UPbrewer",18225902
"3835","UPbrewer",33386501
"3836","UPsampford_edited",318876301
"3837","UPmidzuno",65777001
"3838","UPtille",894872501
"3839","UPtille",774374801
"3840","UPmidzuno",56137702
"3841","UPbrewer",25343801
"3842","UPmidzuno",44391900
"3843","UPsampford_edited",43930801
"3844","UPbrewer",34487601
"3845","UPbrewer",22657201
"3846","UPtille",1032441501
"3847","UPtille",1117721001
"3848","UPbrewer",27571602
"3849","UPtille",814084302
"3850","UPbrewer",17332501
"3851","UPbrewer",29135401
"3852","UPtille",811879901
"3853","UPsampford_edited",208056000
"3854","UPsampford_edited",18598802
"3855","UPtille",802070801
"3856","UPmidzuno",65229001
"3857","UPsampford_edited",77402201
"3858","UPtille",826913000
"3859","UPsampford_edited",221017500
"3860","UPmidzuno",71129201
"3861","UPsampford_edited",176252500
"3862","UPmidzuno",64547601
"3863","UPbrewer",20456601
"3864","UPsampford_edited",138437802
"3865","UPtille",1063995700
"3866","UPmidzuno",65111601
"3867","UPbrewer",27068802
"3868","UPtille",908600602
"3869","UPtille",964913301
"3870","UPmidzuno",64569901
"3871","UPbrewer",18314500
"3872","UPsampford_edited",21019202
"3873","UPmidzuno",73714201
"3874","UPbrewer",17842302
"3875","UPtille",832362000
"3876","UPsampford_edited",243854802
"3877","UPbrewer",30442501
"3878","UPbrewer",21210701
"3879","UPbrewer",33247501
"3880","UPbrewer",18603400
"3881","UPmidzuno",82472701
"3882","UPbrewer",33401200
"3883","UPsampford_edited",253081201
"3884","UPbrewer",21134900
"3885","UPtille",1029071302
"3886","UPmidzuno",86896301
"3887","UPbrewer",19765901
"3888","UPtille",823737300
"3889","UPtille",792700601
"3890","UPtille",820340201
"3891","UPsampford_edited",195859601
"3892","UPtille",793631002
"3893","UPtille",980038701
"3894","UPmidzuno",64535101
"3895","UPbrewer",20963001
"3896","UPsampford_edited",208239401
"3897","UPmidzuno",67345701
"3898","UPmidzuno",76504101
"3899","UPmidzuno",62739501
"3900","UPmidzuno",65144301
"3901","UPbrewer",18211702
"3902","UPmidzuno",68418101
"3903","UPbrewer",47387402
"3904","UPtille",914492700
"3905","UPtille",850676900
"3906","UPtille",825258001
"3907","UPbrewer",29886501
"3908","UPsampford_edited",207519101
"3909","UPmidzuno",63482502
"3910","UPmidzuno",63785800
"3911","UPbrewer",18498301
"3912","UPtille",861854600
"3913","UPmidzuno",67721202
"3914","UPsampford_edited",222627402
"3915","UPbrewer",24696801
"3916","UPtille",939129901
"3917","UPtille",826990701
"3918","UPsampford_edited",199959102
"3919","UPmidzuno",80871401
"3920","UPbrewer",30744501
"3921","UPmidzuno",69409601
"3922","UPmidzuno",63345602
"3923","UPsampford_edited",178881701
"3924","UPmidzuno",63778302
"3925","UPtille",821719902
"3926","UPbrewer",28714801
"3927","UPsampford_edited",82376602
"3928","UPmidzuno",63567401
"3929","UPsampford_edited",210565101
"3930","UPbrewer",28967902
"3931","UPsampford_edited",203647501
"3932","UPtille",815185501
"3933","UPmidzuno",62800801
"3934","UPsampford_edited",215850201
"3935","UPsampford_edited",226384301
"3936","UPsampford_edited",203698601
"3937","UPtille",980051902
"3938","UPbrewer",26142302
"3939","UPbrewer",17965901
"3940","UPmidzuno",67660002
"3941","UPtille",797698101
"3942","UPtille",784390801
"3943","UPtille",790478701
"3944","UPsampford_edited",198996902
"3945","UPtille",820196301
"3946","UPbrewer",31160201
"3947","UPsampford_edited",7537001
"3948","UPsampford_edited",205282701
"3949","UPmidzuno",71465901
"3950","UPtille",973536400
"3951","UPsampford_edited",222565100
"3952","UPmidzuno",69476701
"3953","UPbrewer",22358801
"3954","UPtille",787610600
"3955","UPmidzuno",64412901
"3956","UPmidzuno",98397701
"3957","UPbrewer",17991101
"3958","UPtille",799766501
"3959","UPsampford_edited",222230500
"3960","UPtille",805610201
"3961","UPmidzuno",64265202
"3962","UPsampford_edited",6594000
"3963","UPbrewer",18565700
"3964","UPtille",996145402
"3965","UPtille",791688600
"3966","UPmidzuno",60708801
"3967","UPbrewer",18133100
"3968","UPtille",791349701
"3969","UPsampford_edited",201498201
"3970","UPsampford_edited",34690901
"3971","UPsampford_edited",210151501
"3972","UPsampford_edited",228244301
"3973","UPmidzuno",64510800
"3974","UPmidzuno",64266701
"3975","UPmidzuno",114483201
"3976","UPmidzuno",61850501
"3977","UPmidzuno",67134801
"3978","UPsampford_edited",203463401
"3979","UPsampford_edited",208774401
"3980","UPbrewer",36674200
"3981","UPsampford_edited",224469201
"3982","UPtille",801553501
"3983","UPmidzuno",83285301
"3984","UPsampford_edited",205732501
"3985","UPbrewer",30158801
"3986","UPbrewer",18536101
"3987","UPbrewer",35350001
"3988","UPtille",836098501
"3989","UPmidzuno",66227700
"3990","UPmidzuno",222078201
"3991","UPsampford_edited",208365201
"3992","UPtille",823035100
"3993","UPmidzuno",63262402
"3994","UPbrewer",26254501
"3995","UPsampford_edited",1181702
"3996","UPbrewer",18972801
"3997","UPmidzuno",67698901
"3998","UPtille",829660401
"3999","UPmidzuno",65471501
"4000","UPbrewer",18116500
